authority_id,authority_name_he,authority_name_en,district,population,socioeconomic_cluster,year,total_waste_tons,kg_per_capita_day,pct_recycled,pct_landfilled,pct_other_recovery,reported,source_url,source_name
472,אבו גוש,Abu Ghosh,,8657.0,,2014,3185.9399999999996,1.3027765283173174,6.434835558736197,93.56516444126379,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
473,אבו סנאן,Abu Snan,,13895.0,,2014,,,,,,False,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
182,אבן יהודה,Even Yehuda,,14989.0,,2014,9659.25,2.061597680842674,31.834894013510368,68.16510598648962,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
2710,אום אל-פחם,Umm Al-Fahm,,57560.0,,2014,,,,,,False,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
31,אופקים,Ofaqim,,35355.0,,2014,13056.741000000002,1.420252239277601,23.592083200547513,76.40791679945248,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
2400,אור יהודה,Or Yehuda,,36850.0,,2014,29963.327,2.29799588078591,5.826145407684534,94.17385459231548,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
1020,אור עקיבא,Or Aqiva,,22173.0,,2014,13010.47,2.1395632225492935,26.905023415756695,73.09497658424331,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
3760,אורנית,Oranit,,9979.0,,2014,4975.48,1.734722837209789,16.4325853987957,83.56741460120429,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
565,אזור,Azor,,13191.0,,2014,9394.219000000001,2.1610064064962105,14.968982519994475,85.03101748000552,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
2600,אילת,Eilat,,55213.0,,2014,57674.192,3.25494870597398,7.54427907719973,92.45572092280028,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
478,אכסאל,Iksal,,14646.0,,2014,,,,,,False,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,אל קסום,El Kasum,,18954.0,,2014,1560.0,0.5124667389376171,0.0,100.0,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,אל-בטוף,El Batuf,,8903.0,,2014,,,,,,False,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,אלונה,Allona,,2195.0,,2014,1595.3,1.9871265885459648,49.852692283583025,50.147307716416975,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
41,אליכין,Elyakhin,,3926.0,,2014,2209.762,1.787464560305115,5.541954291910169,94.45804570808983,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
1309,אלעד,El'ad,,48825.0,,2014,15033.279999999999,0.9557162231126377,9.966673939419742,90.03332606058026,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
3750,אלפי מנשה,Alfei Menashe,,8068.0,,2014,4017.2000000000003,1.4488287233937045,14.034651000697004,85.96534899930299,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
3560,אלקנה,Elqana,,4144.0,,2014,1853.0900000000001,1.311706214729257,7.616467629742753,92.38353237025724,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
529,אעבלין,I'billin,,13357.0,,2014,4752.0,1.0517998127477606,0.0,100.0,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
3650,אפרת,Efrat,,12082.0,,2014,,,,,,False,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
3570,אריאל,Ariel,,21428.0,,2014,7570.401,1.1371377865365961,12.085898752258963,87.91410124774104,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
70,אשדוד,Ashdod,,227865.0,,2014,127521.398,1.6082716367752274,13.935996843447404,86.0640031565526,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,אשכול,Eshkol,,18228.0,,2014,5813.24,1.2827032522455482,9.381515299557563,90.61848470044244,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
7100,אשקלון,Ashqelon,,152370.0,,2014,96789.74,2.1188932381642176,11.272948713365691,88.72705128663432,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
6000,באקה אל-גרביה,Baqa Al-Gharbiyye,,29868.0,,2014,,,,,,False,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
155,באר טוביה,Be'er Toviyya,,1404.0,,2014,43332.58,5.486362459460879,28.18272071499089,71.81727928500912,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
2530,באר יעקב,Be'er Ya'aqov,,31439.0,,2014,13895.548999999999,2.16731645898346,5.239728203613978,94.76027179638602,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
9000,באר שבע,Be'er Sheva,,217577.0,,2014,132457.995,1.8125717561302828,19.863106488966558,80.13689351103345,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,בוסתן אל-מרג',Bustan El-Marj,,8111.0,,2014,,,,,,False,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
482,בועיינה-נוג'ידאת,Bu'eine-Nujeidat,,10087.0,,2014,,,,,,False,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
4001,בוקעאתא,Buq'ata,,6720.0,,2014,2229.0699999999997,0.9842129082820966,13.955147213860492,86.04485278613951,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
998,ביר אל-מכסור,Bir El-Maksur,,10510.0,,2014,,,,,,False,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
3574,בית אל,Bet El,,5629.0,,2014,1942.584,0.8953062402566203,2.053141588729239,97.94685841127077,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
3652,בית אריה-עופרים,Bet Arye,,5373.0,,2014,2295.0,1.4222282815826086,25.22875816993464,74.77124183006536,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
480,בית ג'ן,Beit Jann,,12038.0,,2014,4033.0,0.9867662485816612,33.820976940243,66.179023059757,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
466,בית דגן,Bet Dagan,,7616.0,,2014,,,,,,False,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
9200,בית שאן,Bet She'an,,19825.0,,2014,,,,,,False,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
2610,בית שמש,Bet Shemesh,,145554.0,,2014,50682.979999999996,1.4453104564900652,3.2306703354854043,96.76932966451459,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
3780,ביתר עילית,Betar Illit,,65660.0,,2014,15924.64,0.9505572226746299,4.240221442996514,95.75977855700349,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
6100,בני ברק,Bene Beraq,,216869.0,,2014,83833.30900000001,1.3095591112829421,4.419137266787357,95.58086273321264,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
1066,"בני עי""ש",Bene Ayish,,6740.0,,2014,2926.824,1.1569320286265992,10.853539536371166,89.14646046362883,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,בני שמעון,Bene Shim'on,,11508.0,,2014,7986.177,2.664710386834901,24.80840331988635,75.19159668011365,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
9800,בנימינה-גבעת עדה,Binyamina-Giv'at Ada,,15268.0,,2014,7688.225,1.4634126610613334,40.870617080015215,59.12938291998478,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
1326,"בסמ""ה",Basma,,11266.0,,2014,4575.0,1.4619754563879939,4.918032786885246,95.08196721311475,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
944,בסמת טבעון,Basmat Tab'un,,8043.0,,2014,2541.0,0.9592344244735016,14.915387642660368,85.08461235733962,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
483,בענה,Bi'ne,,8518.0,,2014,4020.92,1.429378380444037,0.0,100.0,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,ברנר,Brenner,,7758.0,,2014,9888.83,3.6385555911236707,38.1261483916702,61.87385160832981,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
6200,בת ים,Bat Yam,,128152.0,,2014,76756.5,1.6341528829737446,12.251418446646213,87.7485815533538,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
1292,ג'דיידה-מכר,Judeide-Maker,,19842.0,,2014,8138.5,1.134951658046045,32.36468636726669,67.6353136327333,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
485,ג'ולס,Julis,,6543.0,,2014,,,,,,False,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
627,ג'לג'וליה,Jaljulye,,10502.0,,2014,3694.689,1.1054314313026488,32.67092304656765,67.32907695343235,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
541,ג'סר א-זרקא,Jisr Az-Zarqa,,15418.0,,2014,5724.0,1.1565464641632743,1.9566736547868624,98.04332634521313,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
487,ג'ש (גוש חלב),Jish(Gush Halav),,3256.0,,2014,,,,,,False,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
628,ג'ת,Jatt,,12232.0,,2014,4947.375,1.2545191406168283,12.743626670709213,87.25637332929078,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
3730,גבעת זאב,Giv'at Ze'ev,,22117.0,,2014,6512.606,1.2121849359274135,5.844142882280918,94.1558571177191,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
681,גבעת שמואל,Giv'at Shemu'el,,27472.0,,2014,10905.08,1.2258711433960823,9.968565109105114,90.03143489089489,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
6300,גבעתיים,Giv'atayim,,58052.0,,2014,28268.364,1.370644331030975,19.758356019471098,80.24164398052889,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
2550,גדרה,Gedera,,29260.0,,2014,14077.734999999999,1.5105899142779347,19.09806513618846,80.90193486381155,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,גדרות,Gederot,,5008.0,,2014,2625.732,1.4470051898561527,31.09411013766828,68.90588986233172,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,גולן,Golan,,20110.0,,2014,11438.806,2.153378535785065,20.83964008131618,79.16035991868382,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,גוש עציון,Gush Etzion,,26401.0,,2014,8562.19,1.135515879396885,14.531212224909748,85.46878777509025,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
370,גזר,Gezer,,396.0,,2014,18718.519,2.0834293600906006,43.07327411960316,56.926725880396845,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
166,גן יבנה,Gan Yavne,,23688.0,,2014,12950.11,1.6505665569378491,16.602870554767488,83.39712944523251,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,גן רווה,Gan Rawe,,5976.0,,2014,,,,,,False,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
229,גני תקווה,Ganne Tiqwa,,23650.0,,2014,10017.7,1.795659225009489,4.13967277918085,95.86032722081914,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
494,דאלית אל-כרמל,Daliyat Al-Karmel,,17672.0,,2014,,,,,,False,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
489,דבורייה,Daburiyya,,10480.0,,2014,,,,,,False,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
490,דייר אל-אסד,Deir Al-Asad,,12176.0,,2014,4224.0,1.0158980590550875,9.090909090909092,90.9090909090909,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
492,דייר חנא,Deir Hanna,,10283.0,,2014,5099.0,1.459298340509624,17.630908021180623,82.36909197881937,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
2200,דימונה,Dimona,,37213.0,,2014,19273.106,1.590740198137805,16.87535989269192,83.1246401073081,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,דרום השרון,Derom HaSharon,,34313.0,,2014,23204.284,2.145574783054938,27.57802826409123,72.42197173590877,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,הגלבוע,HaGilbo'a,,32947.0,,2014,24669.432,2.4058050770287376,12.28659014119174,87.71340985880826,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,הגליל העליון,HaGalil HaElyon,,19674.0,,2014,15795.3,2.5512790072248523,28.60534462783233,71.39465537216768,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,הגליל התחתון,HaGalil HaTahton,,12801.0,,2014,7722.82,1.9049618221755749,35.78770449136456,64.21229550863545,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
9700,הוד השרון,Hod HaSharon,,65020.0,,2014,30941.905000000002,1.590967981941003,35.20794534143906,64.79205465856094,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,הערבה התיכונה,HaArava HaTikhona,,6089.0,,2014,2746.637,2.4818710015541985,18.740627174249816,81.25937282575018,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
3769,הר אדר,Har Adar,,4405.0,,2014,2164.0,1.5732432329276027,25.13863216266174,74.86136783733826,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,הר חברון,Har Hevron,,10631.0,,2014,4657.63,1.810532085270474,6.819562738989572,93.18043726101043,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
6400,הרצלייה,Herzliyya,,105273.0,,2014,71674.0,2.1752947861470258,37.04817730278762,62.95182269721238,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,זבולון,Zevulun,,13401.0,,2014,9432.0,2.027945527989873,30.47073791348601,69.529262086514,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
9300,זכרון יעקב,Zikhron Ya'aqov,,23513.0,,2014,11128.67,1.4030420527962388,38.05500567453253,61.944994325467476,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
1290,זמר,Zemer,,7482.0,,2014,,,,,,False,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
975,זרזיר,Zarzir,,8836.0,,2014,,,,,,False,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,חבל אילות,Hevel Elot,,4678.0,,2014,4038.8133332103002,3.0930096460643868,36.99015552231043,63.00984447768957,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,חבל יבנה,Hevel Yavne,,6388.0,,2014,4483.875,1.9460735114607353,41.45688717905829,58.543112820941715,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,חבל מודיעין,Hevel Modi'in,,23646.0,,2014,19079.54,2.313719700288464,39.437743257961145,60.562256742038855,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
6500,חדרה,Hadera,,103847.0,,2014,,,,,,False,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
6600,חולון,Holon,,192655.0,,2014,123792.0,1.8151787415929377,11.573445780018094,88.4265542199819,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,חוף אשקלון,Hof Ashqelon,,20100.0,,2014,11691.380000000001,2.091627143933119,10.17005691372618,89.82994308627381,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,חוף הכרמל,Hof HaKarmel,,34463.0,,2014,22979.55,2.235355544493128,36.14639973367624,63.85360026632376,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
,חוף השרון,Hof HaSharon,,12534.0,,2014,18475.1,3.6657526309941426,33.15863405340161,66.84136594659839,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
1303,חורה,Hura,,20671.0,,2014,,,,,,False,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
496,חורפיש,Hurfeish,,6544.0,,2014,2767.0,1.28119349633399,29.851825081315503,70.14817491868449,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
4000,חיפה,Haifa,,289507.0,,2014,161829.0,1.6114910788510506,26.358131113706442,73.64186888629355,,True,https://www.cbs.gov.il/he/publications/Pages/2019/פסולת-שנאספה-ברשויות-המקומיות-2014-2017.aspx,"CBS - Household and Commercial Waste Collected, by Type of Treatment and Local Authority"
